id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,Quantity_Prepared,Service_Type,Day_Type,Meal_Time,Customers_Count,Wastage
1000296,62,52,1445,608.19,608.19,0,0,68,71.62,Delivery,Weekend,Lunch,70,2.9
1000297,66,43,1445,609.19,610.19,0,0,68,83.88,Dine-in,Weekday,Dinner,69,15.88
1000298,9,174,1311,160.05,194.0,0,0,325,344.06,Dine-in,Weekday,Breakfast,328,19.06
1000299,31,34,2704,292.03,292.03,0,0,243,263.72,Dine-in,Weekday,Dinner,241,20.72
1000300,34,186,1543,260.96,504.43,0,0,352,382.68,Buffet,Weekend,Lunch,334,36.82
1000302,24,89,1971,334.71,333.71,0,0,80,91.88,Delivery,Weekday,Lunch,82,9.5
1000303,26,145,2539,120.28,120.28,0,0,149,170.07,Dine-in,Weekday,Dinner,147,21.07
1000305,130,104,1207,324.95,501.52,0,0,231,264.76,Delivery,Weekday,Breakfast,236,27.01
1000306,138,174,1109,252.2,308.49,0,0,1162,1237.32,Buffet,Weekday,Lunch,1177,90.38
1000307,30,17,2494,195.0,243.5,0,0,13,15.02,Buffet,Weekday,Lunch,13,2.42
1000308,57,51,2640,290.03,291.03,0,0,148,159.02,Dine-in,Weekday,Dinner,155,11.02
1000309,69,86,1207,461.78,461.78,0,0,123,133.6,Dine-in,Weekend,Dinner,129,10.6
1000310,10,36,2444,436.53,628.62,1,0,460,514.02,Buffet,Weekday,Dinner,478,64.82
1000311,2,43,1803,162.99,161.99,0,0,931,1134.57,Delivery,Weekday,Dinner,848,162.86
1000312,53,43,1198,166.9,199.88,0,0,392,430.96,Dine-in,Weekday,Dinner,395,38.96
1000313,81,14,2539,145.53,145.53,0,0,271,318.21,Dine-in,Weekday,Lunch,252,47.21
1000314,70,23,2306,242.5,338.53,1,0,80,98.86,Dine-in,Weekend,Dinner,85,18.86
1000315,53,145,2631,155.26,155.26,0,0,28,31.94,Dine-in,Weekday,Dinner,27,3.94
1000317,109,50,1230,285.21,285.21,0,0,258,320.37,Dine-in,Weekday,Dinner,266,62.37
1000318,46,52,1216,407.43,408.43,0,0,94,109.46,Buffet,Weekday,Lunch,95,18.55
1000319,7,41,1803,161.05,183.36,0,0,26,29.54,Buffet,Weekend,Dinner,23,4.25
1000320,47,20,1727,446.23,445.23,0,0,123,133.12,Delivery,Weekday,Dinner,113,8.1
1000321,48,73,2631,95.09,155.26,0,0,42,49.45,Dine-in,Weekend,Dinner,38,7.45
1000322,32,81,2707,203.7,229.92,0,0,162,172.71,Buffet,Weekday,Lunch,148,12.85
1000323,141,149,1962,521.89,549.08,1,0,270,295.45,Dine-in,Weekday,Dinner,251,25.45
1000324,57,66,2569,260.93,328.89,1,0,1160,1326.14,Dine-in,Weekday,Dinner,1257,166.14
1000325,42,10,1248,149.38,149.38,0,0,148,182.34,Dine-in,Weekend,Dinner,133,34.34
1000326,95,177,2290,242.5,243.5,0,0,555,674.42,Dine-in,Weekday,Breakfast,568,119.42
1000327,50,143,2631,99.0,155.26,0,0,82,100.79,Dine-in,Weekday,Dinner,90,18.79
1000328,87,24,1230,384.12,386.12,0,0,135,143.78,Buffet,Weekday,Breakfast,142,10.54
1000329,68,53,2707,190.12,191.12,0,0,622,684.88,Buffet,Weekday,Dinner,570,75.46
1000331,11,102,2707,190.12,190.12,0,0,242,286.84,Dine-in,Weekday,Lunch,263,44.84
1000332,109,146,2492,308.46,446.23,0,1,337,415.32,Buffet,Weekday,Dinner,330,93.98
1000333,44,55,1543,390.0,484.03,1,0,28,31.46,Dine-in,Weekday,Lunch,28,3.46
1000335,21,146,1207,318.19,318.19,0,0,190,204.97,Dine-in,Weekend,Dinner,191,14.97
1000336,16,157,2492,445.23,447.23,0,0,55,64.13,Delivery,Weekday,Lunch,58,7.3
1000337,69,81,2492,446.23,445.23,0,0,15,17.12,Buffet,Weekend,Dinner,16,2.54
1000338,97,50,1248,153.26,153.26,0,0,26,31.91,Dine-in,Weekend,Dinner,28,5.91
1000339,11,174,1971,243.5,302.64,1,0,1106,1310.65,Dine-in,Weekday,Lunch,1201,204.65
1000340,129,92,1543,469.51,468.51,0,0,94,103.67,Buffet,Weekday,Lunch,86,11.6
1000341,91,11,1207,320.1,368.66,0,0,123,146.72,Dine-in,Weekend,Lunch,116,23.72
1000342,47,24,1778,161.05,183.39,0,0,365,409.5,Dine-in,Weekday,Lunch,359,44.5
1000343,21,110,2581,485.03,641.23,1,0,256,292.69,Buffet,Weekend,Breakfast,267,44.03
1000344,41,88,2290,310.43,309.43,0,0,230,253.19,Dine-in,Weekend,Breakfast,252,23.19
1000345,17,149,1962,639.23,639.23,0,0,69,76.54,Dine-in,Weekday,Breakfast,69,7.54
1000346,116,110,1962,469.51,641.23,1,1,392,478.53,Dine-in,Weekday,Lunch,430,86.53
1000347,20,23,1248,251.23,253.23,0,0,41,49.66,Delivery,Weekend,Dinner,38,6.93
1000348,137,186,1216,418.13,416.13,0,0,82,88.33,Delivery,Weekday,Breakfast,75,5.06
1000349,32,73,1062,158.17,176.54,1,0,499,566.17,Delivery,Weekday,Breakfast,546,53.74
1000350,34,106,1062,152.35,151.35,0,0,296,312.34,Dine-in,Weekend,Dinner,319,16.34
1000351,110,186,1109,260.93,321.13,0,0,148,180.65,Buffet,Weekday,Lunch,140,39.18
1000353,55,139,1885,114.49,96.09,0,1,393,470.85,Buffet,Weekend,Dinner,391,93.42
1000354,145,64,2640,320.13,320.13,0,0,54,66.39,Dine-in,Weekday,Dinner,51,12.39
1000355,7,186,2577,243.53,242.53,0,0,40,44.24,Dine-in,Weekend,Lunch,43,4.24
1000356,6,65,2492,446.23,447.23,0,0,13,15.23,Dine-in,Weekend,Breakfast,12,2.23
1000358,14,99,2640,282.33,281.33,0,0,82,100.58,Delivery,Weekend,Dinner,74,14.86
1000359,54,137,2490,250.29,249.29,0,0,594,664.64,Buffet,Weekday,Lunch,634,84.77
1000360,52,11,2631,155.26,155.26,0,0,82,87.72,Dine-in,Weekday,Dinner,81,5.72
1000361,126,92,1727,422.95,421.95,0,0,242,268.27,Delivery,Weekend,Dinner,236,21.02
1000363,95,186,2290,243.5,244.5,1,0,528,621.56,Dine-in,Weekday,Dinner,519,93.56
1000364,2,108,1543,485.03,486.03,0,0,53,58.75,Dine-in,Weekday,Lunch,49,5.75
1000365,103,89,1198,195.0,196.0,0,0,311,361.37,Delivery,Weekday,Lunch,296,40.3
1000366,131,137,1248,164.93,164.93,0,0,41,44.5,Dine-in,Weekday,Breakfast,42,3.5
1000367,40,113,2569,328.89,326.89,0,0,312,370.47,Dine-in,Weekday,Breakfast,317,58.47
1000368,126,50,2490,291.03,291.03,0,0,150,179.02,Dine-in,Weekend,Lunch,148,29.02
1000369,81,177,2826,311.43,310.43,0,0,176,188.28,Dine-in,Weekday,Lunch,179,12.28
1000370,56,161,2664,261.93,327.89,1,1,419,512.51,Dine-in,Weekend,Lunch,452,93.51
1000371,57,24,1727,446.23,445.23,0,0,526,626.37,Buffet,Weekday,Dinner,492,120.44
1000372,110,186,1062,172.66,172.66,0,0,134,163.11,Buffet,Weekday,Breakfast,124,34.93
1000373,145,67,2139,284.21,284.21,0,0,67,76.85,Dine-in,Weekday,Lunch,65,9.85
1000374,82,113,2664,252.26,309.43,1,1,1094,1338.38,Dine-in,Weekday,Dinner,1159,244.38
1000375,28,81,2707,220.19,222.19,0,0,217,270.97,Dine-in,Weekend,Dinner,211,53.97
1000376,67,51,1311,116.4,117.4,0,0,149,162.79,Dine-in,Weekday,Dinner,134,13.79
1000377,86,30,1109,232.83,311.43,0,0,269,296.71,Dine-in,Weekday,Lunch,293,27.71
1000378,101,59,1525,290.03,290.03,0,0,297,344.6,Buffet,Weekday,Breakfast,285,57.12
1000379,117,34,1971,288.15,288.15,0,0,135,144.33,Delivery,Weekday,Lunch,127,7.46
1000381,27,10,1962,485.03,622.77,1,0,730,793.63,Buffet,Weekend,Lunch,726,76.36
1000382,64,61,2104,629.53,631.53,0,0,41,43.88,Dine-in,Weekday,Lunch,40,2.88
1000383,83,59,2539,145.5,145.5,0,1,824,937.2,Buffet,Weekend,Breakfast,905,135.84
1000384,36,65,2490,244.5,244.5,0,0,325,383.97,Delivery,Weekday,Lunch,332,47.18
1000385,28,75,2444,570.36,571.36,0,0,136,164.17,Dine-in,Weekend,Dinner,142,28.17
1000386,119,24,1847,195.0,243.5,0,0,108,118.99,Dine-in,Weekend,Lunch,98,10.99
1000387,37,51,1445,669.33,668.33,0,0,54,57.85,Delivery,Weekday,Lunch,49,3.08
1000388,84,52,1207,376.42,456.87,0,0,134,159.09,Delivery,Weekend,Lunch,127,20.07
1000389,22,32,1248,235.74,261.93,0,0,15,16.37,Buffet,Weekday,Lunch,14,1.64
1000390,76,104,1543,462.72,461.72,0,0,81,95.53,Buffet,Weekend,Lunch,73,17.44
1000391,56,80,2494,241.56,241.56,0,0,28,30.12,Dine-in,Weekend,Lunch,27,2.12
1000393,126,27,1198,194.03,227.01,0,0,95,105.94,Buffet,Weekend,Dinner,99,13.13
1000394,11,99,2290,299.73,300.73,0,0,485,594.81,Dine-in,Weekday,Lunch,518,109.81
1000395,20,57,1216,417.13,418.13,0,0,26,28.62,Dine-in,Weekend,Lunch,26,2.62
1000396,91,36,1754,309.43,311.43,0,0,134,159.01,Dine-in,Weekend,Lunch,139,25.01
1000397,87,24,1770,485.03,486.03,0,0,27,30.7,Buffet,Weekday,Breakfast,27,4.44
1000398,31,161,2581,641.23,640.23,0,0,134,164.7,Delivery,Weekday,Breakfast,143,24.56
1000400,84,149,1247,445.23,446.23,0,0,14,17.07,Delivery,Weekend,Dinner,13,2.46
1000401,21,30,2492,387.03,388.03,0,0,80,96.62,Dine-in,Weekend,Dinner,77,16.62
1000402,124,17,1109,199.88,320.13,0,0,486,534.41,Buffet,Weekday,Lunch,472,58.09
1000403,59,143,1754,298.76,299.76,0,0,393,432.89,Delivery,Weekday,Lunch,367,31.91
1000404,88,126,1778,161.05,181.45,0,0,649,752.68,Dine-in,Weekday,Breakfast,604,103.68
1000406,103,157,1109,192.09,339.5,0,0,68,76.53,Buffet,Weekday,Lunch,68,10.24
1000407,141,174,1803,192.12,191.12,0,0,431,501.26,Delivery,Weekday,Lunch,419,56.21
1000408,55,81,2306,243.5,340.53,0,0,42,46.75,Dine-in,Weekend,Dinner,40,4.75
1000410,114,55,1558,470.45,699.43,1,1,391,437.76,Delivery,Weekday,Lunch,402,37.41
1000411,103,161,1558,639.23,641.23,0,0,53,55.81,Delivery,Weekday,Breakfast,54,2.25
1000412,45,92,2322,315.28,315.28,0,0,150,160.22,Delivery,Weekday,Lunch,138,8.18
1000413,78,77,2139,277.48,277.48,0,0,28,32.14,Buffet,Weekday,Dinner,30,4.97
1000414,97,65,2826,244.5,310.43,1,0,784,837.51,Buffet,Weekend,Lunch,854,64.21
1000415,82,55,2492,340.5,387.03,0,0,53,64.9,Dine-in,Weekday,Dinner,50,11.9
1000416,93,86,2139,308.49,308.49,0,0,28,29.92,Delivery,Weekday,Lunch,29,1.54
1000417,95,186,2539,122.25,121.25,0,0,40,46.33,Dine-in,Weekday,Lunch,43,6.33
1000418,60,73,2867,485.03,707.13,1,1,163,171.76,Delivery,Weekday,Breakfast,150,7.01
1000419,129,106,1902,447.23,445.23,0,0,14,16.4,Buffet,Weekday,Breakfast,14,2.88
1000420,32,53,2704,290.03,290.03,0,0,68,84.24,Buffet,Weekday,Dinner,73,19.49
1000421,64,10,2290,270.63,271.63,0,0,1242,1376.73,Delivery,Weekday,Lunch,1365,107.78
1000422,54,145,2126,438.5,553.93,0,1,26,29.56,Dine-in,Weekday,Dinner,28,3.56
1000423,85,97,1543,389.03,513.13,0,1,148,174.75,Delivery,Weekday,Dinner,135,21.4
1000424,16,10,2139,435.53,437.53,0,0,28,32.52,Dine-in,Weekday,Lunch,27,4.52
1000425,87,186,1885,119.37,119.37,0,0,405,454.21,Dine-in,Weekday,Lunch,416,49.21
1000426,126,146,2306,336.62,335.62,0,0,82,99.08,Buffet,Weekend,Breakfast,74,20.5
1000427,7,10,2707,227.01,228.01,0,0,986,1138.38,Buffet,Weekend,Breakfast,1011,182.86
1000428,135,14,1558,547.08,639.23,1,1,215,246.27,Dine-in,Weekday,Lunch,208,31.27
1000430,89,50,2664,311.43,309.43,0,0,580,632.54,Dine-in,Weekday,Lunch,599,52.54
1000431,99,106,2444,709.13,709.13,0,0,27,30.55,Buffet,Weekday,Lunch,28,4.26
1000432,1,52,1878,280.33,282.33,0,0,121,141.72,Dine-in,Weekday,Dinner,128,20.72
1000433,25,77,2581,615.04,615.04,0,0,81,94.05,Dine-in,Weekday,Dinner,82,13.05
1000434,19,58,2867,658.63,659.63,0,0,15,16.23,Delivery,Weekday,Dinner,14,0.98
1000435,17,42,2304,387.03,503.43,0,0,54,60.05,Dine-in,Weekday,Breakfast,51,6.05
1000436,103,124,2490,281.36,279.36,0,0,283,320.88,Buffet,Weekday,Dinner,288,45.46
1000437,68,61,2640,282.33,280.33,0,0,310,354.9,Delivery,Weekday,Lunch,297,35.92
1000439,141,50,1885,122.28,122.28,0,0,393,466.03,Buffet,Weekday,Dinner,376,87.64
1000440,114,106,1445,707.13,709.13,0,0,41,44.41,Buffet,Weekday,Lunch,42,4.09
1000441,130,93,2581,486.03,660.63,1,1,392,432.97,Buffet,Weekday,Dinner,384,49.16
1000442,106,34,2640,282.33,282.33,0,0,312,340.74,Dine-in,Weekday,Dinner,296,28.74
1000443,120,139,1878,282.33,282.33,0,0,13,14.77,Delivery,Weekday,Lunch,12,1.42
1000444,95,23,2492,387.03,387.03,0,0,15,17.35,Dine-in,Weekday,Dinner,15,2.35
1000445,21,143,2290,304.64,304.64,0,0,582,712.32,Buffet,Weekend,Dinner,539,156.38
1000446,14,51,1754,290.03,291.03,0,0,526,649.16,Dine-in,Weekend,Dinner,509,123.16
1000447,61,17,2290,263.9,262.9,0,0,324,355.54,Delivery,Weekday,Lunch,336,25.23
1000448,55,36,2322,467.57,470.45,0,1,95,114.7,Delivery,Weekend,Lunch,94,15.76
1000449,48,86,1558,678.03,679.03,0,0,298,320.41,Dine-in,Weekend,Breakfast,278,22.41
1000450,75,174,2867,602.37,603.37,0,0,162,195.09,Dine-in,Weekday,Dinner,177,33.09
1000451,84,109,1727,369.63,446.23,0,0,310,386.96,Delivery,Weekend,Lunch,298,61.57
1000452,73,55,1971,290.03,291.03,0,0,162,193.97,Dine-in,Weekday,Dinner,160,31.97
1000453,37,14,1558,442.38,680.03,1,1,460,534.59,Dine-in,Weekday,Lunch,425,74.59
1000454,12,64,2290,303.67,303.67,0,0,487,523.96,Dine-in,Weekday,Dinner,503,36.96
1000455,117,51,1247,445.23,445.23,0,0,13,14.33,Dine-in,Weekday,Dinner,13,1.33
1000456,89,36,1878,291.03,291.03,0,0,82,91.93,Buffet,Weekday,Lunch,86,11.92
1000457,136,52,2867,726.53,728.53,0,0,15,16.23,Dine-in,Weekday,Lunch,15,1.23
1000458,124,152,2139,280.33,281.33,0,0,40,48.32,Dine-in,Weekday,Lunch,39,8.32
1000459,2,132,1803,180.48,179.48,0,0,338,401.08,Dine-in,Weekday,Dinner,313,63.08
1000460,47,14,2490,252.2,254.2,0,0,269,314.37,Buffet,Weekday,Dinner,280,54.44
1000461,75,162,2569,327.89,327.89,0,0,377,410.28,Buffet,Weekday,Dinner,395,39.94
1000463,66,108,2304,486.03,485.03,0,0,14,16.2,Dine-in,Weekday,Dinner,14,2.2
1000464,68,32,2492,447.23,446.23,0,0,13,15.16,Buffet,Weekday,Breakfast,13,2.59
1000465,126,186,1727,421.95,422.95,0,0,175,192.23,Buffet,Weekend,Breakfast,192,20.68
1000466,120,59,1993,149.38,149.38,0,0,931,1039.99,Delivery,Weekday,Lunch,851,87.19
1000467,99,93,1885,122.28,120.28,0,0,256,286.17,Buffet,Weekday,Dinner,243,36.2
1000468,109,153,1198,169.75,170.75,0,0,202,249.91,Buffet,Weekday,Dinner,196,57.49
1000469,19,55,1207,379.3,379.3,0,0,55,63.39,Dine-in,Weekday,Dinner,54,8.39
1000470,144,14,2581,549.08,548.08,0,0,176,215.24,Dine-in,Weekday,Lunch,189,39.24
1000471,91,86,2126,437.53,534.53,0,0,26,30.75,Dine-in,Weekend,Lunch,23,4.75
1000472,140,113,1109,277.48,328.83,0,0,231,258.86,Dine-in,Weekend,Dinner,218,27.86
1000473,1,149,2290,310.43,309.43,0,0,189,223.79,Dine-in,Weekday,Dinner,186,34.79
1000474,97,162,2126,423.89,513.13,0,0,53,57.07,Dine-in,Weekend,Dinner,51,4.07
1000475,96,23,1885,149.38,151.38,0,0,554,674.8,Dine-in,Weekday,Breakfast,588,120.8
1000476,13,161,1962,541.32,584.94,1,0,202,245.41,Buffet,Weekend,Dinner,199,52.09
1000477,104,11,2306,248.32,349.26,1,0,244,299.48,Buffet,Weekend,Lunch,222,66.58
1000478,137,129,2826,325.92,327.92,0,0,499,612.1,Delivery,Weekday,Dinner,493,90.48
1000479,103,20,2444,668.33,668.33,0,0,81,87.6,Dine-in,Weekday,Lunch,88,6.6
1000480,68,65,2664,327.89,326.89,0,0,393,420.68,Dine-in,Weekday,Lunch,427,27.68
1000481,30,43,1438,194.0,242.5,0,0,68,77.56,Buffet,Weekday,Dinner,64,11.47
1000482,128,161,1248,146.5,146.5,0,0,27,28.89,Buffet,Weekday,Lunch,27,2.27
1000483,135,97,1109,276.45,328.89,0,0,566,683.89,Dine-in,Weekday,Breakfast,579,117.89
1000484,69,50,1062,175.57,176.57,0,0,216,235.48,Dine-in,Weekend,Dinner,234,19.48
1000485,19,30,2139,435.53,436.53,0,0,14,14.72,Dine-in,Weekday,Lunch,12,0.72
1000486,76,27,2704,244.5,290.03,0,1,176,206.38,Dine-in,Weekend,Breakfast,178,30.38
1000487,8,58,2290,164.96,311.43,0,1,1499,1622.59,Buffet,Weekday,Lunch,1383,148.31
1000489,119,17,1525,291.03,292.03,0,0,134,145.23,Buffet,Weekend,Dinner,142,13.48
1000490,118,30,1571,581.03,581.03,0,0,41,49.95,Buffet,Weekend,Dinner,37,10.74
1000491,39,34,2322,314.28,315.28,0,0,107,124.88,Delivery,Weekday,Breakfast,105,14.3
1000492,49,51,1754,289.12,289.12,0,0,378,440.08,Buffet,Weekend,Breakfast,360,74.5
1000493,125,73,2492,446.23,446.23,0,0,27,30.17,Dine-in,Weekend,Lunch,27,3.17
1000494,78,153,2306,349.26,349.26,0,0,14,16.75,Buffet,Weekday,Lunch,14,3.3
1000495,32,94,1971,242.5,290.06,1,1,2147,2521.03,Delivery,Weekday,Breakfast,2254,299.22
1000496,89,66,1445,707.13,709.13,0,0,67,78.93,Buffet,Weekday,Dinner,63,14.32
1000497,97,55,1571,583.03,581.03,0,0,27,29.98,Delivery,Weekend,Lunch,26,2.38
1000498,139,177,2640,321.13,319.13,0,0,53,56.63,Delivery,Weekend,Lunch,51,2.9
1000499,39,17,1230,458.81,459.81,0,0,27,31.24,Dine-in,Weekday,Dinner,25,4.24
1000500,94,132,2492,387.03,387.03,0,0,27,29.13,Dine-in,Weekday,Lunch,28,2.13
1000501,127,89,2640,291.03,290.03,0,0,108,130.93,Dine-in,Weekday,Dinner,110,22.93
1000503,30,66,2444,658.63,659.63,0,0,53,64.17,Dine-in,Weekday,Dinner,55,11.17
1000504,46,99,1878,280.33,280.33,0,0,41,48.3,Buffet,Weekday,Breakfast,39,8.76
1000507,97,97,1571,583.03,581.03,0,0,163,177.24,Buffet,Weekend,Breakfast,158,17.09
1000508,121,74,1216,416.13,417.13,0,0,28,34.45,Dine-in,Weekday,Breakfast,28,6.45
1000509,139,75,2631,98.03,153.26,0,1,298,316.55,Dine-in,Weekend,Lunch,274,18.55
1000510,65,146,2664,320.16,320.16,0,0,634,721.81,Delivery,Weekday,Lunch,664,70.25
1000511,106,88,1543,473.39,472.39,0,0,109,119.23,Dine-in,Weekday,Lunch,104,10.23
1000514,11,109,1803,182.36,212.43,0,0,283,333.76,Delivery,Weekday,Dinner,271,40.61
1000515,119,132,1878,291.03,291.03,0,0,95,102.45,Buffet,Weekend,Dinner,104,8.94
1000516,127,74,2306,336.62,335.62,0,0,15,16.91,Delivery,Weekday,Dinner,13,1.53
1000517,68,101,1727,447.23,447.23,0,0,393,439.16,Buffet,Weekday,Lunch,411,55.39
1000518,18,99,2494,244.5,242.5,0,0,108,128.49,Dine-in,Weekday,Lunch,115,20.49
1000519,15,34,1247,456.93,455.93,0,0,54,61.84,Dine-in,Weekday,Breakfast,58,7.84
1000520,128,157,1230,363.78,363.78,0,0,190,218.11,Dine-in,Weekday,Lunch,171,28.11
1000521,62,10,2581,438.47,680.03,1,1,298,326.54,Buffet,Weekend,Lunch,325,34.25
1000522,17,83,2306,340.53,338.53,0,0,14,16.84,Dine-in,Weekday,Lunch,15,2.84
1000523,144,109,1198,170.75,226.01,0,0,297,333.76,Buffet,Weekday,Dinner,301,44.11
1000524,118,110,2569,310.43,311.43,0,0,231,260.19,Dine-in,Weekend,Lunch,227,29.19
1000525,119,30,1230,385.12,386.12,0,0,95,110.19,Dine-in,Weekend,Lunch,87,15.19
1000526,70,11,2826,320.13,320.13,0,0,931,1132.98,Dine-in,Weekend,Lunch,989,201.98
1000527,28,104,2444,533.53,619.86,0,0,82,95.81,Dine-in,Weekend,Dinner,83,13.81
1000528,18,102,1754,191.12,275.48,1,1,1743,1864.31,Buffet,Weekday,Dinner,1817,145.57
1000529,106,104,1198,179.45,233.77,0,0,217,237.24,Buffet,Weekday,Lunch,205,24.29
1000530,12,157,2707,190.12,222.16,0,0,244,297.62,Delivery,Weekday,Lunch,239,42.9
1000532,37,17,1438,194.0,257.08,0,0,27,32.44,Delivery,Weekday,Lunch,26,4.35
1000533,85,34,1558,495.67,641.23,1,0,177,215.61,Dine-in,Weekday,Dinner,194,38.61
1000534,68,106,2290,272.63,271.63,0,0,567,667.75,Buffet,Weekday,Dinner,542,120.9
1000535,78,52,1543,486.03,484.03,0,0,95,103.02,Buffet,Weekday,Dinner,86,9.62
1000536,97,113,2539,119.34,120.34,0,0,67,74.6,Delivery,Weekend,Lunch,71,6.08
1000537,23,30,2826,321.13,319.13,0,0,553,598.55,Dine-in,Weekday,Lunch,562,45.55
1000538,37,124,1770,485.03,484.03,0,0,13,14.41,Dine-in,Weekday,Dinner,11,1.41
1000539,102,162,1962,640.23,641.23,0,0,55,65.63,Buffet,Weekday,Lunch,55,12.76
1000540,141,72,1847,194.0,194.0,0,0,94,105.21,Dine-in,Weekday,Dinner,90,11.21
1000541,46,101,2826,272.57,319.13,1,0,285,302.9,Delivery,Weekday,Breakfast,285,14.32
1000542,99,143,1207,290.03,325.98,0,0,27,31.33,Dine-in,Weekday,Lunch,27,4.33
1000543,96,76,2704,243.53,292.03,0,1,123,141.44,Buffet,Weekday,Dinner,131,22.13
1000544,11,30,2704,243.53,291.03,0,1,123,130.23,Dine-in,Weekday,Dinner,112,7.23
1000545,52,86,1445,399.64,630.56,1,0,297,329.59,Delivery,Weekday,Lunch,288,26.07
1000546,71,36,1109,195.94,319.13,0,0,663,819.58,Buffet,Weekday,Dinner,703,187.9
1000547,56,129,2290,271.63,270.63,0,0,621,736.56,Buffet,Weekend,Dinner,594,138.67
1000548,96,20,1962,678.03,679.03,0,0,108,129.0,Buffet,Weekday,Lunch,110,25.2
1000549,133,106,1558,533.53,532.53,0,0,202,216.56,Dine-in,Weekend,Lunch,193,14.56
1000551,11,102,1885,123.25,121.25,0,0,107,119.56,Dine-in,Weekday,Lunch,104,12.56
1000552,48,52,1847,234.8,232.8,0,0,67,79.96,Dine-in,Weekend,Dinner,67,12.96
1000553,134,66,2867,484.03,765.33,1,0,150,172.45,Dine-in,Weekday,Lunch,141,22.45
1000554,27,101,2760,173.63,243.53,0,0,177,191.27,Dine-in,Weekend,Dinner,160,14.27
1000555,41,89,2444,485.03,620.86,1,0,447,498.91,Dine-in,Weekend,Dinner,462,51.91
1000556,47,17,1543,485.03,484.03,0,1,14,15.74,Dine-in,Weekday,Breakfast,13,1.74
1000558,113,152,1770,485.03,486.03,0,0,81,97.93,Dine-in,Weekday,Breakfast,86,16.93
1000559,49,101,1109,321.13,320.13,0,0,379,421.56,Buffet,Weekend,Dinner,395,51.07
1000560,113,94,2539,98.03,98.03,0,0,190,235.47,Dine-in,Weekday,Dinner,203,45.47
1000561,33,113,2704,290.03,290.03,0,0,28,33.45,Buffet,Weekday,Breakfast,25,6.54
1000562,17,137,1198,153.26,154.26,0,0,702,877.23,Dine-in,Weekday,Dinner,754,175.23
1000563,112,27,2956,582.03,582.03,0,0,149,168.2,Dine-in,Weekend,Dinner,160,19.2
1000564,142,162,1778,156.2,176.54,0,0,95,101.03,Dine-in,Weekday,Breakfast,87,6.03
1000565,78,26,2126,513.13,515.13,0,0,67,71.83,Dine-in,Weekday,Dinner,72,4.83
1000566,106,20,2826,327.86,327.86,0,0,231,243.97,Dine-in,Weekday,Dinner,225,12.97
1000567,139,174,1962,549.08,640.23,0,0,447,510.24,Buffet,Weekend,Lunch,490,75.89
1000568,72,102,2290,261.93,261.93,0,0,366,442.71,Buffet,Weekday,Lunch,400,92.05
1000569,104,152,2539,98.0,122.28,1,0,54,62.8,Dine-in,Weekend,Breakfast,53,8.8
1000570,37,73,1109,262.9,296.85,0,0,338,397.89,Dine-in,Weekday,Breakfast,305,59.89
1000571,97,76,2826,243.5,299.76,0,0,472,531.91,Dine-in,Weekend,Lunch,517,59.91
1000572,45,41,1778,166.87,165.87,0,0,80,96.03,Dine-in,Weekday,Breakfast,85,16.03
1000573,62,32,2139,309.49,307.49,0,0,13,15.04,Delivery,Weekend,Breakfast,11,1.63
1000574,57,152,1885,115.43,117.43,0,0,379,452.06,Buffet,Weekday,Dinner,375,87.67
1000575,82,50,2631,154.26,153.26,0,0,40,46.4,Buffet,Weekday,Lunch,40,7.68
1000576,114,186,2956,583.03,581.03,0,0,27,33.61,Buffet,Weekday,Dinner,26,7.93
1000577,38,109,1962,435.59,678.03,1,1,715,851.47,Buffet,Weekday,Breakfast,775,163.76
1000578,109,146,1778,164.9,164.9,0,0,215,247.64,Dine-in,Weekday,Dinner,207,32.64
1000579,4,104,1885,135.86,135.86,0,1,1026,1266.38,Buffet,Weekday,Lunch,1005,288.46
1000580,65,77,1230,323.01,325.01,0,0,68,74.23,Dine-in,Weekday,Lunch,67,6.23
1000581,2,42,1230,321.13,319.13,0,0,95,99.86,Buffet,Weekday,Breakfast,100,5.83
1000582,24,113,1230,317.19,318.19,0,0,96,117.06,Delivery,Weekday,Dinner,98,16.85
1000583,102,66,1525,292.03,290.03,0,0,135,149.09,Dine-in,Weekday,Dinner,128,14.09
1000584,69,42,1878,280.33,280.33,0,0,269,328.68,Buffet,Weekend,Lunch,252,71.62
1000585,8,72,1109,236.74,311.43,0,0,392,437.17,Buffet,Weekday,Lunch,377,54.2
1000587,77,91,1109,309.43,310.43,0,0,81,85.09,Dine-in,Weekend,Lunch,85,4.09
1000588,145,113,1248,150.38,151.38,0,0,53,55.73,Dine-in,Weekday,Lunch,47,2.73
1000589,140,67,2444,727.53,727.53,0,0,82,93.36,Dine-in,Weekend,Lunch,74,11.36
1000590,31,67,1230,376.36,378.36,0,0,161,180.63,Dine-in,Weekday,Dinner,175,19.63
1000591,107,129,2631,145.5,145.5,0,0,54,59.03,Dine-in,Weekday,Dinner,53,5.03
1000593,54,174,2126,438.5,533.53,0,1,82,89.78,Dine-in,Weekday,Dinner,83,7.78
1000594,94,145,2139,288.15,286.15,0,0,95,100.54,Dine-in,Weekday,Dinner,92,5.54
1000596,88,86,1770,486.03,485.03,0,0,27,30.55,Buffet,Weekday,Dinner,27,4.26
